time,gFx,gFy,gFz,TgF
22:52:11:653,0.8011,0.1268,-0.3889,0.898
22:52:11:654,0.7984,0.1268,-0.3957,0.899
22:52:11:655,0.7947,0.1268,-0.3999,0.897
22:52:11:657,0.7906,0.1261,-0.4026,0.895
22:52:11:659,0.7859,0.1256,-0.4040,0.891
22:52:11:661,0.7806,0.1251,-0.4062,0.887
22:52:11:663,0.7740,0.1236,-0.4072,0.882
22:52:11:665,0.7701,0.1244,-0.4045,0.877
22:52:11:666,0.7691,0.1258,-0.3984,0.874
22:52:11:668,0.7705,0.1258,-0.3977,0.875
22:52:11:670,0.7723,0.1244,-0.4021,0.878
22:52:11:674,0.7732,0.1244,-0.4072,0.881
22:52:11:676,0.7762,0.1251,-0.4118,0.886
22:52:11:677,0.7793,0.1256,-0.4136,0.890
22:52:11:678,0.7784,0.1270,-0.4128,0.889
22:52:11:680,0.7766,0.1302,-0.4140,0.888
22:52:11:683,0.7776,0.1344,-0.4175,0.892
22:52:11:684,0.7801,0.1383,-0.4211,0.896
22:52:11:687,0.7798,0.1434,-0.4241,0.898
22:52:11:690,0.7784,0.1495,-0.4267,0.900
22:52:11:691,0.7781,0.1556,-0.4307,0.903
22:52:11:692,0.7776,0.1620,-0.4338,0.905
22:52:11:694,0.7757,0.1691,-0.4365,0.906
22:52:11:696,0.7725,0.1771,-0.4387,0.907
22:52:11:698,0.7683,0.1847,-0.4399,0.906
22:52:11:700,0.7657,0.1920,-0.4412,0.906
22:52:11:702,0.7649,0.1996,-0.4426,0.908
22:52:11:709,0.7644,0.2069,-0.4431,0.910
22:52:11:710,0.7625,0.2130,-0.4439,0.910
22:52:11:712,0.7552,0.2196,-0.4419,0.905
22:52:11:713,0.7473,0.2270,-0.4407,0.900
22:52:11:714,0.7405,0.2336,-0.4395,0.896
22:52:11:715,0.7332,0.2392,-0.4377,0.891
22:52:11:716,0.7263,0.2431,-0.4370,0.886
22:52:11:718,0.7190,0.2453,-0.4370,0.881
22:52:11:738,0.7117,0.2465,-0.4370,0.876
22:52:11:740,0.7078,0.2463,-0.4373,0.872
22:52:11:741,0.7056,0.2436,-0.4370,0.870
22:52:11:742,0.7046,0.2406,-0.4377,0.868
22:52:11:743,0.7056,0.2365,-0.4375,0.868
22:52:11:744,0.7068,0.2321,-0.4370,0.867
22:52:11:745,0.7090,0.2277,-0.4355,0.867
22:52:11:746,0.7112,0.2216,-0.4336,0.865
22:52:11:747,0.7119,0.2147,-0.4333,0.864
22:52:11:748,0.7139,0.2072,-0.4346,0.864
22:52:11:749,0.7190,0.1998,-0.4348,0.866
22:52:11:749,0.7241,0.1935,-0.4343,0.868
22:52:11:750,0.7288,0.1869,-0.4341,0.870
22:52:11:751,0.7339,0.1793,-0.4343,0.873
22:52:11:752,0.7383,0.1717,-0.4343,0.874
22:52:11:752,0.7417,0.1647,-0.4346,0.876
22:52:11:753,0.7466,0.1576,-0.4346,0.878
22:52:11:756,0.7522,0.1502,-0.4336,0.881
22:52:11:757,0.7556,0.1434,-0.4324,0.881
22:52:11:759,0.7588,0.1366,-0.4329,0.883
22:52:11:761,0.7644,0.1287,-0.4329,0.886
22:52:11:762,0.7718,0.1212,-0.4311,0.890
22:52:11:764,0.7771,0.1151,-0.4297,0.893
22:52:11:768,0.7810,0.1090,-0.4280,0.894
22:52:11:769,0.7854,0.1033,-0.4263,0.897
22:52:11:770,0.7903,0.0972,-0.4233,0.899
22:52:11:773,0.7940,0.0909,-0.4197,0.899
22:52:11:775,0.7969,0.0853,-0.4155,0.899
22:52:11:776,0.7989,0.0796,-0.4123,0.898
22:52:11:778,0.8030,0.0735,-0.4104,0.900
22:52:11:780,0.8089,0.0679,-0.4092,0.904
22:52:11:782,0.8135,0.0633,-0.4082,0.908
22:52:11:784,0.8170,0.0591,-0.4101,0.911
22:52:11:786,0.8201,0.0547,-0.4148,0.915
22:52:11:789,0.8245,0.0506,-0.4199,0.921
22:52:11:791,0.8302,0.0464,-0.4243,0.928
22:52:11:793,0.8346,0.0428,-0.4304,0.934
22:52:11:795,0.8397,0.0408,-0.4399,0.942
22:52:11:796,0.8458,0.0391,-0.4531,0.954
22:52:11:798,0.8524,0.0374,-0.4680,0.966
22:52:11:800,0.8609,0.0371,-0.4854,0.982
22:52:11:803,0.8695,0.0374,-0.5039,0.998
22:52:11:804,0.8778,0.0391,-0.5203,1.014
22:52:11:811,0.8859,0.0401,-0.5342,1.028
22:52:11:813,0.8944,0.0413,-0.5487,1.042
22:52:11:814,0.9027,0.0425,-0.5621,1.056
22:52:11:815,0.9098,0.0447,-0.5733,1.068
22:52:11:816,0.9164,0.0459,-0.5824,1.079
22:52:11:817,0.9230,0.0454,-0.5875,1.087
22:52:11:818,0.9320,0.0452,-0.5917,1.097
22:52:11:820,0.9416,0.0454,-0.5965,1.108
22:52:11:846,0.9504,0.0452,-0.6009,1.117
22:52:11:848,0.9596,0.0437,-0.6041,1.127
22:52:11:849,0.9706,0.0423,-0.6061,1.137
22:52:11:850,0.9814,0.0406,-0.6066,1.146
22:52:11:851,0.9921,0.0388,-0.6058,1.155
22:52:11:852,1.0036,0.0376,-0.6029,1.163
22:52:11:853,1.0146,0.0371,-0.5975,1.170
22:52:11:854,1.0256,0.0366,-0.5909,1.176
22:52:11:854,1.0371,0.0366,-0.5838,1.183
22:52:11:855,1.0461,0.0374,-0.5746,1.186
22:52:11:856,1.0520,0.0401,-0.5619,1.186
22:52:11:857,1.0574,0.0442,-0.5509,1.186
22:52:11:858,1.0610,0.0498,-0.5433,1.186
22:52:11:858,1.0615,0.0562,-0.5382,1.185
22:52:11:859,1.0583,0.0630,-0.5362,1.182
22:52:11:860,1.0534,0.0696,-0.5355,1.178
22:52:11:861,1.0466,0.0770,-0.5352,1.173
22:52:11:861,1.0373,0.0848,-0.5355,1.165
22:52:11:862,1.0263,0.0926,-0.5374,1.157
22:52:11:863,1.0134,0.0994,-0.5406,1.148
22:52:11:864,1.0065,0.1026,-0.5425,1.143
22:52:11:864,0.9926,0.1094,-0.5467,1.134
22:52:11:867,0.9792,0.1170,-0.5499,1.125
22:52:11:874,0.9653,0.1241,-0.5531,1.115
22:52:11:875,0.9526,0.1305,-0.5567,1.107
22:52:11:876,0.9401,0.1363,-0.5611,1.100
22:52:11:877,0.9264,0.1422,-0.5670,1.092
22:52:11:878,0.9135,0.1480,-0.5750,1.086
22:52:11:879,0.8998,0.1534,-0.5846,1.081
22:52:11:880,0.8851,0.1578,-0.5941,1.075
22:52:11:882,0.8692,0.1603,-0.6058,1.068
22:52:11:884,0.8526,0.1615,-0.6185,1.062
22:52:11:886,0.8346,0.1617,-0.6327,1.056
22:52:11:889,0.8157,0.1605,-0.6471,1.050
22:52:11:890,0.7962,0.1581,-0.6615,1.043
22:52:11:892,0.7769,0.1532,-0.6767,1.037
22:52:11:894,0.7578,0.1463,-0.6921,1.031
22:52:11:896,0.7385,0.1368,-0.7065,1.025
22:52:11:898,0.7195,0.1239,-0.7192,1.018
22:52:11:900,0.7021,0.1085,-0.7285,1.010
22:52:11:902,0.6863,0.0919,-0.7346,1.001
22:52:11:904,0.6709,0.0740,-0.7385,0.991
22:52:11:910,0.6584,0.0569,-0.7407,0.982
22:52:11:911,0.6508,0.0425,-0.7419,0.976
22:52:11:912,0.6506,0.0322,-0.7421,0.976
22:52:11:913,0.6567,0.0269,-0.7414,0.979
22:52:11:914,0.6706,0.0259,-0.7356,0.984
22:52:11:916,0.6921,0.0303,-0.7214,0.989
22:52:11:918,0.7202,0.0410,-0.7009,0.995
22:52:11:920,0.7552,0.0552,-0.6777,1.007
22:52:11:936,0.7974,0.0711,-0.6532,1.025
22:52:11:937,0.8451,0.0892,-0.6273,1.049
22:52:11:938,0.8949,0.1092,-0.6029,1.079
22:52:11:939,0.9447,0.1309,-0.5821,1.113
22:52:11:940,0.9938,0.1554,-0.5631,1.150
22:52:11:940,1.0420,0.1818,-0.5457,1.189
22:52:11:941,1.0894,0.2094,-0.5298,1.229
22:52:11:942,1.1336,0.2384,-0.5149,1.269
22:52:11:943,1.1756,0.2670,-0.5005,1.308
22:52:11:944,1.2176,0.2951,-0.4864,1.348
22:52:11:945,1.2540,0.3232,-0.4715,1.383
22:52:11:946,1.2814,0.3530,-0.4524,1.410
22:52:11:947,1.3039,0.3826,-0.4314,1.433
22:52:11:949,1.3268,0.4102,-0.4089,1.456
22:52:11:951,1.3471,0.4366,-0.3850,1.477
22:52:11:953,1.3647,0.4630,-0.3618,1.496
22:52:11:955,1.3779,0.4864,-0.3383,1.511
22:52:11:957,1.3847,0.5079,-0.3146,1.520
22:52:11:959,1.3847,0.5282,-0.2904,1.523
22:52:11:961,1.3794,0.5468,-0.2660,1.521
22:52:11:962,1.3720,0.5612,-0.2433,1.517
22:52:11:964,1.3635,0.5712,-0.2235,1.510
22:52:11:968,1.3495,0.5785,-0.2064,1.499
22:52:11:969,1.3285,0.5836,-0.1917,1.480
22:52:11:970,1.3026,0.5861,-0.1783,1.456
22:52:11:973,1.2760,0.5846,-0.1666,1.431
22:52:11:975,1.2482,0.5793,-0.1561,1.403
22:52:11:976,1.2159,0.5692,-0.1463,1.368
22:52:11:978,1.1778,0.5553,-0.1368,1.327
22:52:11:980,1.1321,0.5375,-0.1280,1.278
22:52:11:982,1.0764,0.5135,-0.1150,1.217
22:52:11:984,1.0151,0.4830,-0.0964,1.147
22:52:11:986,0.9547,0.4483,-0.0767,1.077
22:52:11:988,0.9010,0.4117,-0.0588,1.011
22:52:11:991,0.8553,0.3738,-0.0427,0.953
22:52:11:993,0.8157,0.3364,-0.0298,0.901
22:52:11:994,0.7818,0.3005,-0.0205,0.855
22:52:11:996,0.7542,0.2658,-0.0161,0.816
22:52:11:998,0.7334,0.2318,-0.0151,0.784
22:52:12:000,0.7192,0.1986,-0.0173,0.759
22:52:12:002,0.7114,0.1666,-0.0232,0.742
22:52:12:004,0.7070,0.1371,-0.0324,0.730
22:52:12:007,0.7070,0.1094,-0.0437,0.723
22:52:12:009,0.7122,0.0836,-0.0561,0.724
22:52:12:011,0.7231,0.0601,-0.0708,0.732
22:52:12:012,0.7376,0.0379,-0.0891,0.744
22:52:12:014,0.7549,0.0181,-0.1165,0.763
22:52:12:016,0.7798,0.0000,-0.1575,0.792
22:52:12:018,0.8118,-0.0169,-0.1993,0.831
22:52:12:020,0.8397,-0.0308,-0.2323,0.865
22:52:12:026,0.8639,-0.0420,-0.2621,0.896
22:52:12:027,0.8856,-0.0513,-0.2902,0.925
22:52:12:028,0.9042,-0.0567,-0.3163,0.950
22:52:12:029,0.9205,-0.0599,-0.3383,0.973
22:52:12:030,0.9337,-0.0613,-0.3559,0.991
22:52:12:032,0.9457,-0.0623,-0.3701,1.008
22:52:12:034,0.9555,-0.0630,-0.3813,1.021
22:52:12:036,0.9628,-0.0630,-0.3896,1.030
22:52:12:038,0.9699,-0.0625,-0.3965,1.040
22:52:12:054,0.9767,-0.0618,-0.4006,1.047
22:52:12:055,0.9826,-0.0608,-0.4031,1.054
22:52:12:056,0.9892,-0.0611,-0.4043,1.060
22:52:12:057,0.9975,-0.0618,-0.4050,1.068
22:52:12:058,1.0058,-0.0621,-0.4045,1.076
22:52:12:059,1.0153,-0.0628,-0.4023,1.084
22:52:12:060,1.0256,-0.0630,-0.4001,1.093
22:52:12:061,1.0356,-0.0630,-0.3977,1.101
22:52:12:061,1.0459,-0.0618,-0.3938,1.110
22:52:12:062,1.0564,-0.0594,-0.3891,1.118
22:52:12:063,1.0662,-0.0567,-0.3845,1.126
22:52:12:064,1.0759,-0.0540,-0.3798,1.133
22:52:12:065,1.0852,-0.0506,-0.3747,1.141
22:52:12:066,1.0925,-0.0464,-0.3688,1.146
22:52:12:068,1.0979,-0.0406,-0.3618,1.149
22:52:12:070,1.1018,-0.0340,-0.3547,1.150
22:52:12:072,1.1057,-0.0266,-0.3481,1.152
22:52:12:076,1.1079,-0.0186,-0.3417,1.153
22:52:12:077,1.1074,-0.0090,-0.3366,1.151
22:52:12:078,1.1040,0.0022,-0.3302,1.147
22:52:12:080,1.0974,0.0134,-0.3229,1.139
22:52:12:082,1.0891,0.0244,-0.3161,1.130
22:52:12:084,1.0784,0.0344,-0.3087,1.118
22:52:12:086,1.0652,0.0442,-0.2995,1.104
22:52:12:088,1.0510,0.0559,-0.2909,1.089
22:52:12:091,1.0366,0.0679,-0.2833,1.075
22:52:12:092,1.0227,0.0796,-0.2748,1.061
22:52:12:094,1.0102,0.0914,-0.2670,1.048
22:52:12:096,0.9973,0.1033,-0.2601,1.036
22:52:12:098,0.9846,0.1153,-0.2521,1.024
22:52:12:100,0.9714,0.1278,-0.2433,1.011
22:52:12:102,0.9579,0.1405,-0.2350,0.999
22:52:12:104,0.9457,0.1527,-0.2257,0.987
22:52:12:110,0.9350,0.1644,-0.2169,0.978
22:52:12:111,0.9298,0.1703,-0.2132,0.973
22:52:12:113,0.9188,0.1818,-0.2059,0.964
22:52:12:114,0.9086,0.1925,-0.1991,0.956
22:52:12:115,0.8995,0.2028,-0.1934,0.949
22:52:12:116,0.8910,0.2125,-0.1890,0.943
22:52:12:118,0.8834,0.2211,-0.1864,0.937
22:52:12:120,0.8773,0.2287,-0.1868,0.934
22:52:12:140,0.8724,0.2353,-0.1888,0.932
22:52:12:142,0.8688,0.2406,-0.1927,0.931
22:52:12:143,0.8653,0.2460,-0.1988,0.930
22:52:12:144,0.8622,0.2499,-0.2069,0.930
22:52:12:145,0.8590,0.2521,-0.2147,0.930
22:52:12:146,0.8560,0.2536,-0.2232,0.929
22:52:12:146,0.8541,0.2543,-0.2330,0.930
22:52:12:147,0.8526,0.2555,-0.2421,0.931
22:52:12:148,0.8514,0.2555,-0.2506,0.932
22:52:12:149,0.8499,0.2538,-0.2582,0.932
22:52:12:150,0.8485,0.2524,-0.2655,0.932
22:52:12:150,0.8473,0.2507,-0.2738,0.933
22:52:12:151,0.8451,0.2472,-0.2826,0.932
22:52:12:152,0.8421,0.2433,-0.2890,0.930
22:52:12:153,0.8389,0.2389,-0.2943,0.927
22:52:12:154,0.8367,0.2333,-0.3017,0.926
22:52:12:155,0.8338,0.2260,-0.3087,0.923
22:52:12:155,0.8319,0.2177,-0.3153,0.921
22:52:12:159,0.8292,0.2101,-0.3205,0.918
22:52:12:161,0.8255,0.2028,-0.3254,0.914
22:52:12:163,0.8228,0.1957,-0.3307,0.912
22:52:12:164,0.8211,0.1871,-0.3366,0.910
22:52:12:166,0.8194,0.1783,-0.3410,0.908
22:52:12:168,0.8165,0.1695,-0.3447,0.904
22:52:12:170,0.8145,0.1608,-0.3478,0.902
22:52:12:172,0.8138,0.1524,-0.3515,0.901
22:52:12:177,0.8121,0.1444,-0.3549,0.899
22:52:12:179,0.8099,0.1363,-0.3574,0.896
22:52:12:181,0.8104,0.1275,-0.3593,0.895
22:52:12:182,0.8104,0.1190,-0.3610,0.894
22:52:12:183,0.8082,0.1114,-0.3627,0.891
22:52:12:184,0.8055,0.1060,-0.3649,0.889
22:52:12:186,0.8047,0.1002,-0.3649,0.887
22:52:12:189,0.8067,0.0928,-0.3640,0.887
22:52:12:192,0.8096,0.0862,-0.3642,0.889
22:52:12:195,0.8109,0.0809,-0.3635,0.889
22:52:12:196,0.8111,0.0752,-0.3610,0.888
22:52:12:197,0.8123,0.0694,-0.3566,0.886
22:52:12:198,0.8135,0.0638,-0.3535,0.885
22:52:12:200,0.8155,0.0586,-0.3498,0.885
22:52:12:202,0.8170,0.0547,-0.3459,0.885
22:52:12:204,0.8179,0.0511,-0.3400,0.883
22:52:12:211,0.8201,0.0472,-0.3337,0.882
22:52:12:213,0.8243,0.0435,-0.3266,0.883
22:52:12:214,0.8294,0.0398,-0.3195,0.885
22:52:12:215,0.8338,0.0376,-0.3131,0.887
22:52:12:216,0.8387,0.0354,-0.3073,0.889
22:52:12:217,0.8448,0.0327,-0.3009,0.893
22:52:12:218,0.8495,0.0298,-0.2968,0.896
22:52:12:221,0.8512,0.0247,-0.2980,0.897
22:52:12:222,0.8517,0.0166,-0.3024,0.899
22:52:12:241,0.8536,0.0105,-0.3019,0.900
22:52:12:243,0.8590,0.0078,-0.2951,0.903
22:52:12:244,0.8663,0.0071,-0.2858,0.907
22:52:12:245,0.8724,0.0076,-0.2767,0.910
22:52:12:246,0.8773,0.0095,-0.2689,0.913
22:52:12:247,0.8817,0.0115,-0.2606,0.915
22:52:12:247,0.8849,0.0142,-0.2526,0.916
22:52:12:248,0.8861,0.0164,-0.2455,0.915
22:52:12:249,0.8859,0.0195,-0.2406,0.914
22:52:12:250,0.8863,0.0227,-0.2386,0.914
22:52:12:251,0.8873,0.0254,-0.2394,0.916
22:52:12:252,0.8851,0.0269,-0.2411,0.914
22:52:12:252,0.8800,0.0276,-0.2457,0.910
22:52:12:253,0.8753,0.0291,-0.2504,0.907
22:52:12:254,0.8727,0.0308,-0.2562,0.906
22:52:12:255,0.8710,0.0320,-0.2633,0.907
22:52:12:256,0.8670,0.0332,-0.2689,0.905
22:52:12:258,0.8622,0.0340,-0.2748,0.902
22:52:12:261,0.8553,0.0354,-0.2841,0.898
22:52:12:262,0.8475,0.0381,-0.2965,0.895
22:52:12:264,0.8404,0.0410,-0.3131,0.894
22:52:12:266,0.8348,0.0432,-0.3315,0.895
22:52:12:268,0.8324,0.0445,-0.3503,0.899
22:52:12:269,0.8338,0.0457,-0.3688,0.908
22:52:12:272,0.8370,0.0464,-0.3859,0.918
22:52:12:276,0.8409,0.0474,-0.4013,0.927
22:52:12:277,0.8424,0.0493,-0.4150,0.935
22:52:12:278,0.8370,0.0525,-0.4233,0.934
22:52:12:279,0.8331,0.0540,-0.4297,0.933
22:52:12:283,0.8353,0.0545,-0.4380,0.939
22:52:12:284,0.8397,0.0557,-0.4465,0.947
22:52:12:285,0.8416,0.0581,-0.4519,0.951
22:52:12:287,0.8433,0.0608,-0.4566,0.955
22:52:12:291,0.8460,0.0635,-0.4619,0.960
22:52:12:293,0.8485,0.0647,-0.4651,0.964
22:52:12:295,0.8492,0.0662,-0.4675,0.966
22:52:12:297,0.8509,0.0674,-0.4700,0.969
22:52:12:297,0.8543,0.0672,-0.4702,0.972
22:52:12:300,0.8546,0.0677,-0.4673,0.971
22:52:12:301,0.8543,0.0679,-0.4639,0.969
22:52:12:304,0.8563,0.0679,-0.4614,0.970
22:52:12:306,0.8568,0.0677,-0.4600,0.969
22:52:12:313,0.8563,0.0672,-0.4590,0.969
22:52:12:314,0.8568,0.0657,-0.4578,0.968
22:52:12:316,0.8563,0.0633,-0.4548,0.966
22:52:12:317,0.8543,0.0616,-0.4507,0.962
22:52:12:318,0.8502,0.0630,-0.4468,0.957
22:52:12:319,0.8458,0.0640,-0.4414,0.951
22:52:12:320,0.8429,0.0640,-0.4355,0.946
22:52:12:341,0.8404,0.0633,-0.4314,0.942
22:52:12:343,0.8385,0.0618,-0.4297,0.939
22:52:12:344,0.8350,0.0611,-0.4282,0.935
22:52:12:345,0.8304,0.0613,-0.4250,0.930
22:52:12:346,0.8272,0.0618,-0.4221,0.926
22:52:12:347,0.8245,0.0623,-0.4202,0.922
22:52:12:347,0.8216,0.0625,-0.4197,0.920
22:52:12:348,0.8174,0.0635,-0.4192,0.916
22:52:12:349,0.8133,0.0657,-0.4192,0.912
22:52:12:350,0.8101,0.0682,-0.4189,0.910
22:52:12:351,0.8082,0.0682,-0.4202,0.909
22:52:12:352,0.8082,0.0689,-0.4238,0.910
22:52:12:353,0.8072,0.0699,-0.4263,0.911
22:52:12:354,0.8067,0.0699,-0.4270,0.911
22:52:12:355,0.8065,0.0701,-0.4263,0.910
22:52:12:356,0.8079,0.0699,-0.4253,0.911
22:52:12:357,0.8109,0.0691,-0.4258,0.914
22:52:12:357,0.8148,0.0694,-0.4275,0.918
22:52:12:358,0.8196,0.0699,-0.4285,0.923
22:52:12:359,0.8233,0.0694,-0.4275,0.925
22:52:12:361,0.8258,0.0687,-0.4233,0.926
22:52:12:364,0.8282,0.0679,-0.4194,0.926
22:52:12:365,0.8297,0.0672,-0.4189,0.927
22:52:12:368,0.8375,0.0643,-0.4197,0.934
22:52:12:369,0.8443,0.0618,-0.4214,0.941
22:52:12:371,0.8504,0.0608,-0.4233,0.947
22:52:12:374,0.8521,0.0608,-0.4241,0.949
22:52:12:376,0.8553,0.0611,-0.4253,0.952
22:52:12:378,0.8585,0.0603,-0.4255,0.955
22:52:12:379,0.8609,0.0599,-0.4263,0.957
22:52:12:382,0.8639,0.0596,-0.4280,0.961
22:52:12:383,0.8680,0.0599,-0.4309,0.966
22:52:12:385,0.8727,0.0596,-0.4338,0.971
22:52:12:387,0.8783,0.0603,-0.4370,0.978
22:52:12:389,0.8827,0.0616,-0.4395,0.983
22:52:12:393,0.8873,0.0616,-0.4399,0.987
22:52:12:394,0.8944,0.0608,-0.4407,0.994
22:52:12:396,0.9015,0.0603,-0.4431,1.001
22:52:12:399,0.9083,0.0611,-0.4451,1.008
22:52:12:400,0.9159,0.0621,-0.4453,1.015
22:52:12:402,0.9235,0.0633,-0.4446,1.022
22:52:12:404,0.9308,0.0640,-0.4436,1.028
22:52:12:406,0.9381,0.0638,-0.4424,1.034
22:52:12:408,0.9435,0.0638,-0.4414,1.039
22:52:12:411,0.9482,0.0633,-0.4407,1.042
22:52:12:413,0.9555,0.0621,-0.4429,1.050
22:52:12:414,0.9643,0.0591,-0.4482,1.060
22:52:12:415,0.9672,0.0591,-0.4443,1.061
22:52:12:417,0.9687,0.0599,-0.4377,1.060
22:52:12:419,0.9709,0.0608,-0.4343,1.060
22:52:12:421,0.9745,0.0611,-0.4348,1.064
22:52:12:429,0.9811,0.0603,-0.4377,1.071
22:52:12:431,0.9887,0.0589,-0.4409,1.079
22:52:12:432,0.9958,0.0579,-0.4436,1.087
22:52:12:433,1.0014,0.0574,-0.4453,1.092
22:52:12:434,1.0053,0.0569,-0.4458,1.096
22:52:12:435,1.0078,0.0574,-0.4463,1.098
22:52:12:436,1.0080,0.0574,-0.4460,1.099
22:52:12:437,1.0058,0.0569,-0.4446,1.096
22:52:12:439,1.0024,0.0562,-0.4421,1.092
22:52:12:463,0.9982,0.0562,-0.4409,1.088
22:52:12:464,0.9946,0.0559,-0.4402,1.084
22:52:12:465,0.9897,0.0550,-0.4387,1.079
22:52:12:466,0.9841,0.0547,-0.4380,1.073
22:52:12:467,0.9787,0.0547,-0.4368,1.068
22:52:12:468,0.9726,0.0537,-0.4348,1.061
22:52:12:469,0.9679,0.0518,-0.4346,1.057
22:52:12:469,0.9667,0.0486,-0.4365,1.056
22:52:12:470,0.9670,0.0457,-0.4387,1.057
22:52:12:471,0.9679,0.0430,-0.4409,1.059
22:52:12:472,0.9689,0.0396,-0.4429,1.060
22:52:12:473,0.9704,0.0357,-0.4448,1.062
22:52:12:475,0.9731,0.0318,-0.4468,1.065
22:52:12:476,0.9772,0.0281,-0.4485,1.069
22:52:12:476,0.9811,0.0244,-0.4497,1.073
22:52:12:477,0.9843,0.0208,-0.4500,1.076
22:52:12:478,0.9868,0.0169,-0.4497,1.077
22:52:12:479,0.9907,0.0134,-0.4485,1.080
22:52:12:480,0.9951,0.0107,-0.4468,1.083
22:52:12:480,0.9987,0.0083,-0.4458,1.086
22:52:12:481,1.0017,0.0071,-0.4451,1.089
22:52:12:483,1.0046,0.0076,-0.4448,1.091
22:52:12:485,1.0063,0.0083,-0.4441,1.093
22:52:12:487,1.0070,0.0105,-0.4424,1.093
22:52:12:490,1.0053,0.0149,-0.4397,1.090
22:52:12:498,0.9975,0.0230,-0.4343,1.082
22:52:12:500,0.9892,0.0332,-0.4353,1.075
22:52:12:502,0.9850,0.0428,-0.4448,1.076
22:52:12:502,0.9828,0.0520,-0.4539,1.078
22:52:12:503,0.9799,0.0616,-0.4614,1.080
22:52:12:504,0.9726,0.0718,-0.4693,1.077
22:52:12:505,0.9640,0.0821,-0.4798,1.075
22:52:12:505,0.9562,0.0931,-0.4925,1.075
22:52:12:513,0.9482,0.1053,-0.5074,1.076
22:52:12:515,0.9423,0.1178,-0.5223,1.080
22:52:12:516,0.9394,0.1295,-0.5355,1.086
22:52:12:517,0.9386,0.1395,-0.5499,1.094
22:52:12:518,0.9462,0.1446,-0.5726,1.112
22:52:12:519,0.9467,0.1546,-0.5790,1.117
22:52:12:520,0.9462,0.1671,-0.5733,1.117
22:52:12:521,0.9574,0.1752,-0.5765,1.129
22:52:12:523,0.9755,0.1786,-0.5855,1.150
22:52:12:546,0.9946,0.1793,-0.5924,1.169
22:52:12:548,1.0156,0.1783,-0.5975,1.190
22:52:12:549,1.0410,0.1749,-0.6110,1.217
22:52:12:550,1.0566,0.1747,-0.6119,1.231
22:52:12:551,1.0720,0.1747,-0.6063,1.241
22:52:12:551,1.0918,0.1703,-0.6022,1.256
22:52:12:552,1.1140,0.1620,-0.6022,1.274
22:52:12:553,1.1372,0.1517,-0.6024,1.293
22:52:12:554,1.1624,0.1400,-0.5987,1.311
22:52:12:556,1.1893,0.1266,-0.5921,1.331
22:52:12:557,1.2159,0.1124,-0.5858,1.350
22:52:12:558,1.2430,0.0977,-0.5799,1.370
22:52:12:559,1.2738,0.0796,-0.5797,1.396
22:52:12:559,1.2855,0.0652,-0.5601,1.398
22:52:12:560,1.2926,0.0530,-0.5313,1.393
22:52:12:563,1.3022,0.0386,-0.5098,1.393
22:52:12:565,1.3124,0.0244,-0.4947,1.397
22:52:12:566,1.3207,0.0112,-0.4820,1.399
22:52:12:567,1.3241,-0.0005,-0.4693,1.398
22:52:12:568,1.3215,-0.0107,-0.4561,1.391
22:52:12:568,1.3124,-0.0210,-0.4458,1.379
22:52:12:569,1.2953,-0.0305,-0.4346,1.359
22:52:12:571,1.2684,-0.0374,-0.4177,1.328
22:52:12:572,1.2342,-0.0406,-0.4009,1.291
22:52:12:573,1.1966,-0.0410,-0.3867,1.250
22:52:12:576,1.1561,-0.0393,-0.3730,1.208
22:52:12:579,1.1143,-0.0366,-0.3588,1.164
22:52:12:580,1.0767,-0.0344,-0.3478,1.124
22:52:12:581,1.0451,-0.0330,-0.3381,1.091
22:52:12:583,1.0163,-0.0318,-0.3280,1.061
22:52:12:585,0.9902,-0.0303,-0.3210,1.034
22:52:12:587,0.9675,-0.0279,-0.3161,1.011
22:52:12:589,0.9479,-0.0237,-0.3119,0.991
22:52:12:593,0.9325,-0.0195,-0.3087,0.976
22:52:12:594,0.9201,-0.0144,-0.3061,0.963
22:52:12:595,0.9144,-0.0117,-0.3044,0.957
22:52:12:597,0.9049,-0.0071,-0.2975,0.946
22:52:12:603,0.8964,-0.0015,-0.2899,0.936
22:52:12:605,0.8888,0.0037,-0.2872,0.928
22:52:12:605,0.8817,0.0076,-0.2887,0.922
22:52:12:606,0.8756,0.0107,-0.2894,0.917
22:52:12:607,0.8712,0.0149,-0.2890,0.913
22:52:12:614,0.8722,0.0183,-0.2855,0.913
22:52:12:615,0.8778,0.0208,-0.2775,0.916
22:52:12:617,0.8822,0.0249,-0.2604,0.916
22:52:12:618,0.8810,0.0308,-0.2352,0.909
22:52:12:618,0.8746,0.0364,-0.2064,0.897
22:52:12:619,0.8680,0.0410,-0.1827,0.886
22:52:12:622,0.8602,0.0464,-0.1658,0.876
22:52:12:623,0.8529,0.0523,-0.1487,0.867
22:52:12:642,0.8470,0.0594,-0.1311,0.860
22:52:12:645,0.8446,0.0684,-0.1157,0.857
22:52:12:646,0.8473,0.0774,-0.1045,0.859
22:52:12:648,0.8529,0.0884,-0.0947,0.866
22:52:12:649,0.8592,0.1009,-0.0877,0.873
22:52:12:650,0.8685,0.1134,-0.0837,0.884
22:52:12:651,0.8785,0.1268,-0.0823,0.897
22:52:12:653,0.8866,0.1405,-0.0808,0.907
22:52:12:654,0.8917,0.1551,-0.0742,0.915
