time,gFx,gFy,gFz,TgF
22:52:12:655,0.8964,0.1703,-0.0664,0.922
22:52:12:656,0.9034,0.1857,-0.0647,0.933
22:52:12:657,0.9135,0.2018,-0.0674,0.947
22:52:12:659,0.9230,0.2187,-0.0686,0.961
22:52:12:659,0.9303,0.2336,-0.0657,0.972
22:52:12:660,0.9374,0.2463,-0.0608,0.982
22:52:12:661,0.9474,0.2587,-0.0564,0.995
22:52:12:662,0.9601,0.2704,-0.0532,1.011
22:52:12:663,0.9740,0.2817,-0.0517,1.028
22:52:12:663,0.9882,0.2924,-0.0510,1.044
22:52:12:664,1.0009,0.3010,-0.0530,1.059
22:52:12:665,1.0146,0.3078,-0.0569,1.075
22:52:12:671,1.0285,0.3142,-0.0630,1.090
22:52:12:672,1.0407,0.3215,-0.0715,1.104
22:52:12:673,1.0503,0.3286,-0.0811,1.116
22:52:12:673,1.0583,0.3345,-0.0918,1.126
22:52:12:679,1.0644,0.3393,-0.1045,1.135
22:52:12:680,1.0696,0.3447,-0.1175,1.142
22:52:12:681,1.0732,0.3494,-0.1297,1.149
22:52:12:682,1.0735,0.3533,-0.1436,1.152
22:52:12:684,1.0713,0.3569,-0.1595,1.153
22:52:12:686,1.0666,0.3604,-0.1763,1.152
22:52:12:688,1.0603,0.3630,-0.1939,1.149
22:52:12:689,1.0500,0.3643,-0.2122,1.143
22:52:12:691,1.0373,0.3635,-0.2335,1.135
22:52:12:694,1.0241,0.3618,-0.2552,1.127
22:52:12:696,1.0092,0.3591,-0.2767,1.117
22:52:12:697,0.9919,0.3545,-0.2990,1.105
22:52:12:699,0.9721,0.3484,-0.3200,1.091
22:52:12:703,0.9547,0.3420,-0.3383,1.079
22:52:12:704,0.9391,0.3337,-0.3544,1.067
22:52:12:705,0.9227,0.3244,-0.3688,1.054
22:52:12:707,0.9059,0.3147,-0.3820,1.040
22:52:12:717,0.8910,0.3056,-0.3938,1.028
22:52:12:719,0.8763,0.2963,-0.4052,1.017
22:52:12:721,0.8634,0.2861,-0.4155,1.006
22:52:12:722,0.8519,0.2761,-0.4253,0.997
22:52:12:723,0.8424,0.2665,-0.4343,0.990
22:52:12:725,0.8355,0.2577,-0.4426,0.985
22:52:12:726,0.8292,0.2485,-0.4500,0.980
22:52:12:728,0.8223,0.2394,-0.4568,0.974
22:52:12:729,0.8174,0.2311,-0.4617,0.970
22:52:12:730,0.8143,0.2228,-0.4641,0.966
22:52:12:732,0.8118,0.2143,-0.4661,0.962
22:52:12:733,0.8113,0.2055,-0.4680,0.960
22:52:12:735,0.8121,0.1967,-0.4685,0.959
22:52:12:736,0.8138,0.1879,-0.4678,0.958
22:52:12:737,0.8155,0.1788,-0.4658,0.956
22:52:12:757,0.8170,0.1715,-0.4614,0.954
22:52:12:758,0.8216,0.1644,-0.4563,0.954
22:52:12:760,0.8280,0.1583,-0.4514,0.956
22:52:12:761,0.8350,0.1534,-0.4451,0.958
22:52:12:762,0.8414,0.1480,-0.4375,0.959
22:52:12:763,0.8470,0.1424,-0.4302,0.960
22:52:12:763,0.8531,0.1378,-0.4226,0.961
22:52:12:764,0.8578,0.1336,-0.4136,0.960
22:52:12:764,0.8607,0.1300,-0.4045,0.959
22:52:12:765,0.8629,0.1268,-0.3957,0.957
22:52:12:765,0.8653,0.1222,-0.3859,0.954
22:52:12:766,0.8678,0.1173,-0.3759,0.952
22:52:12:766,0.8692,0.1129,-0.3654,0.948
22:52:12:767,0.8680,0.1087,-0.3554,0.943
22:52:12:767,0.8668,0.1051,-0.3461,0.938
22:52:12:769,0.8658,0.1011,-0.3366,0.933
22:52:12:771,0.8646,0.0982,-0.3276,0.928
22:52:12:774,0.8641,0.0958,-0.3193,0.925
22:52:12:775,0.8639,0.0933,-0.3112,0.922
22:52:12:778,0.8646,0.0911,-0.3034,0.919
22:52:12:779,0.8656,0.0884,-0.2960,0.918
22:52:12:781,0.8658,0.0867,-0.2897,0.916
22:52:12:783,0.8644,0.0855,-0.2826,0.912
22:52:12:785,0.8629,0.0838,-0.2765,0.909
22:52:12:787,0.8612,0.0821,-0.2719,0.906
22:52:12:788,0.8600,0.0804,-0.2682,0.903
22:52:12:791,0.8587,0.0789,-0.2653,0.901
22:52:12:797,0.8563,0.0782,-0.2633,0.898
22:52:12:799,0.8546,0.0770,-0.2604,0.895
22:52:12:800,0.8539,0.0760,-0.2587,0.894
22:52:12:801,0.8521,0.0740,-0.2582,0.892
22:52:12:802,0.8514,0.0713,-0.2596,0.891
22:52:12:803,0.8504,0.0689,-0.2621,0.891
22:52:12:805,0.8495,0.0669,-0.2653,0.891
22:52:12:806,0.8477,0.0655,-0.2682,0.890
22:52:12:827,0.8460,0.0628,-0.2711,0.888
22:52:12:828,0.8448,0.0606,-0.2741,0.888
22:52:12:829,0.8446,0.0586,-0.2760,0.888
22:52:12:830,0.8443,0.0567,-0.2792,0.888
22:52:12:831,0.8443,0.0564,-0.2809,0.889
22:52:12:831,0.8470,0.0552,-0.2875,0.893
22:52:12:832,0.8519,0.0525,-0.2978,0.901
22:52:12:833,0.8568,0.0515,-0.3058,0.908
22:52:12:834,0.8604,0.0525,-0.3129,0.914
22:52:12:835,0.8631,0.0555,-0.3197,0.919
22:52:12:836,0.8636,0.0586,-0.3217,0.920
22:52:12:837,0.8626,0.0611,-0.3251,0.921
22:52:12:837,0.8597,0.0630,-0.3315,0.920
22:52:12:838,0.8548,0.0647,-0.3364,0.918
22:52:12:839,0.8482,0.0667,-0.3390,0.913
22:52:12:840,0.8443,0.0674,-0.3403,0.910
22:52:12:840,0.8355,0.0699,-0.3405,0.902
22:52:12:843,0.8297,0.0718,-0.3432,0.898
22:52:12:845,0.8253,0.0723,-0.3486,0.896
22:52:12:847,0.8204,0.0733,-0.3527,0.893
22:52:12:849,0.8150,0.0755,-0.3588,0.890
22:52:12:851,0.8084,0.0772,-0.3666,0.888
22:52:12:853,0.8018,0.0792,-0.3728,0.884
22:52:12:855,0.7969,0.0828,-0.3757,0.882
22:52:12:856,0.7925,0.0855,-0.3828,0.881
22:52:12:859,0.7889,0.0887,-0.3925,0.882
22:52:12:862,0.7852,0.0919,-0.3989,0.882
22:52:12:864,0.7810,0.0950,-0.4038,0.881
22:52:12:865,0.7752,0.0999,-0.4104,0.880
22:52:12:867,0.7688,0.1053,-0.4172,0.878
22:52:12:869,0.7627,0.1099,-0.4241,0.877
22:52:12:871,0.7566,0.1146,-0.4294,0.875
22:52:12:873,0.7500,0.1202,-0.4329,0.872
22:52:12:875,0.7442,0.1253,-0.4373,0.870
22:52:12:877,0.7407,0.1302,-0.4434,0.871
22:52:12:879,0.7378,0.1356,-0.4495,0.873
22:52:12:881,0.7344,0.1412,-0.4534,0.873
22:52:12:882,0.7295,0.1468,-0.4566,0.872
22:52:12:885,0.7261,0.1527,-0.4592,0.872
22:52:12:888,0.7227,0.1586,-0.4617,0.871
22:52:12:889,0.7185,0.1639,-0.4644,0.871
22:52:12:890,0.7144,0.1693,-0.4675,0.870
22:52:12:894,0.7112,0.1754,-0.4702,0.871
22:52:12:896,0.7075,0.1815,-0.4722,0.870
22:52:12:897,0.7034,0.1879,-0.4751,0.870
22:52:12:899,0.6999,0.1930,-0.4773,0.870
22:52:12:901,0.6963,0.1996,-0.4778,0.869
22:52:12:902,0.6943,0.2067,-0.4785,0.870
22:52:12:905,0.6941,0.2123,-0.4783,0.871
22:52:12:906,0.6926,0.2179,-0.4766,0.871
22:52:12:908,0.6877,0.2240,-0.4719,0.867
22:52:12:916,0.6845,0.2294,-0.4658,0.863
22:52:12:918,0.6819,0.2343,-0.4590,0.858
22:52:12:920,0.6792,0.2380,-0.4512,0.854
22:52:12:921,0.6775,0.2399,-0.4441,0.849
22:52:12:922,0.6770,0.2394,-0.4375,0.845
22:52:12:923,0.6770,0.2372,-0.4304,0.841
22:52:12:924,0.6772,0.2345,-0.4228,0.837
22:52:12:925,0.6811,0.2321,-0.4155,0.836
22:52:12:953,0.6858,0.2292,-0.4104,0.836
22:52:12:955,0.6909,0.2260,-0.4062,0.837
22:52:12:956,0.6980,0.2223,-0.4031,0.840
22:52:12:957,0.7058,0.2182,-0.4004,0.844
22:52:12:957,0.7134,0.2147,-0.4006,0.850
22:52:12:958,0.7205,0.2111,-0.4035,0.856
22:52:12:959,0.7263,0.2067,-0.4084,0.862
22:52:12:960,0.7324,0.2025,-0.4148,0.869
22:52:12:961,0.7400,0.1991,-0.4248,0.879
22:52:12:962,0.7493,0.1942,-0.4358,0.890
22:52:12:963,0.7588,0.1893,-0.4446,0.901
22:52:12:964,0.7657,0.1847,-0.4519,0.909
22:52:12:965,0.7705,0.1796,-0.4600,0.916
22:52:12:966,0.7745,0.1730,-0.4678,0.921
22:52:12:967,0.7786,0.1666,-0.4756,0.927
22:52:12:968,0.7832,0.1608,-0.4820,0.933
22:52:12:968,0.7884,0.1534,-0.4868,0.938
22:52:12:969,0.7928,0.1454,-0.4905,0.942
22:52:12:970,0.7962,0.1378,-0.4942,0.945
22:52:12:971,0.7994,0.1297,-0.4969,0.947
22:52:12:972,0.8023,0.1217,-0.4988,0.949
22:52:12:973,0.8060,0.1124,-0.5010,0.952
22:52:12:973,0.8087,0.1024,-0.5037,0.954
22:52:12:974,0.8091,0.0921,-0.5025,0.952
22:52:12:975,0.8089,0.0814,-0.5005,0.949
22:52:12:977,0.8111,0.0713,-0.5010,0.950
22:52:12:979,0.8148,0.0621,-0.5025,0.953
22:52:12:980,0.8182,0.0530,-0.5037,0.955
22:52:12:983,0.8206,0.0425,-0.5037,0.956
22:52:12:985,0.8223,0.0308,-0.5018,0.956
22:52:12:986,0.8250,0.0200,-0.4993,0.956
22:52:12:988,0.8289,0.0098,-0.4976,0.958
22:52:12:990,0.8333,-0.0017,-0.4961,0.960
22:52:12:993,0.8380,-0.0117,-0.4934,0.963
22:52:12:995,0.8433,-0.0205,-0.4917,0.966
22:52:12:997,0.8509,-0.0283,-0.4922,0.973
22:52:12:998,0.8617,-0.0352,-0.4956,0.984
22:52:13:000,0.8732,-0.0408,-0.5027,0.997
22:52:13:002,0.8841,-0.0423,-0.5127,1.012
22:52:13:004,0.8944,-0.0408,-0.5250,1.027
22:52:13:006,0.9032,-0.0391,-0.5355,1.039
22:52:13:008,0.9122,-0.0354,-0.5457,1.052
22:52:13:014,0.9213,-0.0296,-0.5553,1.065
22:52:13:016,0.9286,-0.0225,-0.5628,1.075
22:52:13:017,0.9340,-0.0144,-0.5675,1.083
22:52:13:018,0.9389,-0.0051,-0.5689,1.088
22:52:13:019,0.9430,0.0034,-0.5677,1.091
22:52:13:020,0.9460,0.0117,-0.5662,1.093
22:52:13:022,0.9491,0.0217,-0.5645,1.096
22:52:13:024,0.9535,0.0322,-0.5640,1.100
22:52:13:041,0.9572,0.0447,-0.5653,1.105
22:52:13:043,0.9609,0.0601,-0.5687,1.111
22:52:13:044,0.9660,0.0765,-0.5724,1.119
22:52:13:044,0.9726,0.0923,-0.5775,1.129
22:52:13:045,0.9811,0.1065,-0.5836,1.141
22:52:13:046,0.9904,0.1190,-0.5887,1.154
22:52:13:047,0.9982,0.1290,-0.5919,1.164
22:52:13:047,1.0039,0.1368,-0.5929,1.170
22:52:13:048,1.0085,0.1424,-0.5914,1.174
22:52:13:049,1.0129,0.1454,-0.5873,1.176
22:52:13:050,1.0175,0.1456,-0.5812,1.178
22:52:13:051,1.0227,0.1437,-0.5733,1.178
22:52:13:052,1.0290,0.1402,-0.5631,1.178
22:52:13:052,1.0361,0.1358,-0.5540,1.179
22:52:13:054,1.0437,0.1314,-0.5469,1.182
22:52:13:056,1.0500,0.1283,-0.5421,1.185
22:52:13:058,1.0544,0.1261,-0.5391,1.187
22:52:13:060,1.0566,0.1248,-0.5374,1.189
22:52:13:063,1.0559,0.1239,-0.5360,1.187
22:52:13:064,1.0527,0.1244,-0.5357,1.184
22:52:13:066,1.0471,0.1268,-0.5367,1.180
22:52:13:068,1.0393,0.1295,-0.5391,1.175
22:52:13:070,1.0300,0.1309,-0.5423,1.168
22:52:13:072,1.0192,0.1324,-0.5472,1.161
22:52:13:074,1.0073,0.1339,-0.5531,1.153
22:52:13:077,0.9951,0.1344,-0.5611,1.147
22:52:13:079,0.9819,0.1336,-0.5716,1.140
22:52:13:080,0.9675,0.1317,-0.5831,1.133
22:52:13:082,0.9521,0.1292,-0.5948,1.126
22:52:13:084,0.9367,0.1258,-0.6092,1.120
22:52:13:086,0.9201,0.1209,-0.6256,1.114
22:52:13:088,0.9027,0.1151,-0.6432,1.109
22:52:13:090,0.8859,0.1090,-0.6618,1.105
22:52:13:092,0.8780,0.1051,-0.6713,1.104
22:52:13:094,0.8631,0.0950,-0.6911,1.102
22:52:13:097,0.8477,0.0831,-0.7121,1.102
22:52:13:098,0.8328,0.0699,-0.7321,1.102
22:52:13:100,0.8206,0.0555,-0.7522,1.105
22:52:13:102,0.8096,0.0396,-0.7702,1.107
22:52:13:104,0.7999,0.0237,-0.7854,1.109
22:52:13:106,0.7930,0.0078,-0.7974,1.112
22:52:13:108,0.7891,-0.0073,-0.8052,1.114
22:52:13:113,0.7896,-0.0208,-0.8098,1.117
22:52:13:115,0.7947,-0.0303,-0.8103,1.121
22:52:13:115,0.8025,-0.0364,-0.8062,1.124
22:52:13:116,0.8138,-0.0384,-0.7971,1.125
22:52:13:118,0.8306,-0.0347,-0.7829,1.128
22:52:13:120,0.8539,-0.0266,-0.7644,1.133
22:52:13:122,0.8832,-0.0149,-0.7434,1.142
22:52:13:124,0.9183,-0.0007,-0.7221,1.157
22:52:13:140,0.9582,0.0142,-0.7004,1.176
22:52:13:141,1.0009,0.0291,-0.6808,1.201
22:52:13:142,1.0422,0.0445,-0.6620,1.227
22:52:13:143,1.0798,0.0616,-0.6420,1.250
22:52:13:144,1.1148,0.0804,-0.6234,1.274
22:52:13:145,1.1482,0.0997,-0.6078,1.298
22:52:13:146,1.1810,0.1182,-0.5963,1.324
22:52:13:147,1.2098,0.1371,-0.5848,1.347
22:52:13:148,1.2318,0.1581,-0.5716,1.365
22:52:13:149,1.2491,0.1796,-0.5572,1.378
22:52:13:150,1.2628,0.2006,-0.5408,1.388
22:52:13:151,1.2736,0.2216,-0.5237,1.395
22:52:13:151,1.2821,0.2414,-0.5061,1.401
22:52:13:152,1.2853,0.2595,-0.4868,1.401
22:52:13:154,1.2843,0.2763,-0.4649,1.397
22:52:13:156,1.2794,0.2919,-0.4421,1.389
22:52:13:158,1.2704,0.3061,-0.4194,1.377
22:52:13:163,1.2552,0.3178,-0.3982,1.360
22:52:13:164,1.2340,0.3291,-0.3779,1.338
22:52:13:165,1.2064,0.3381,-0.3583,1.310
22:52:13:166,1.1756,0.3447,-0.3386,1.279
22:52:13:168,1.1451,0.3494,-0.3195,1.248
22:52:13:170,1.1123,0.3518,-0.3017,1.214
22:52:13:172,1.0762,0.3516,-0.2853,1.177
22:52:13:174,1.0400,0.3496,-0.2701,1.140
22:52:13:176,1.0078,0.3467,-0.2567,1.107
22:52:13:179,0.9775,0.3423,-0.2425,1.075
22:52:13:180,0.9425,0.3362,-0.2259,1.038
22:52:13:182,0.9042,0.3269,-0.2057,0.995
22:52:13:184,0.8668,0.3147,-0.1827,0.953
22:52:13:186,0.8333,0.3003,-0.1590,0.913
22:52:13:188,0.8060,0.2853,-0.1353,0.879
22:52:13:190,0.7852,0.2714,-0.1140,0.852
22:52:13:192,0.7696,0.2577,-0.0952,0.830
22:52:13:195,0.7615,0.2441,-0.0793,0.817
22:52:13:196,0.7605,0.2316,-0.0681,0.811
22:52:13:198,0.7647,0.2216,-0.0620,0.811
22:52:13:200,0.7723,0.2138,-0.0600,0.815
22:52:13:202,0.7825,0.2069,-0.0630,0.823
22:52:13:204,0.7957,0.2018,-0.0723,0.834
22:52:13:206,0.8109,0.1996,-0.0903,0.849
22:52:13:209,0.8289,0.1998,-0.1148,0.869
22:52:13:210,0.8490,0.2018,-0.1443,0.893
22:52:13:216,0.8680,0.2060,-0.1761,0.917
22:52:13:217,0.8856,0.2113,-0.2061,0.940
22:52:13:218,0.9020,0.2169,-0.2330,0.963
22:52:13:219,0.9164,0.2226,-0.2572,0.984
22:52:13:220,0.9286,0.2279,-0.2767,1.001
22:52:13:222,0.9362,0.2314,-0.2912,1.013
22:52:13:224,0.9401,0.2328,-0.3009,1.020
22:52:13:226,0.9413,0.2318,-0.3051,1.022
22:52:13:245,0.9420,0.2284,-0.3036,1.021
22:52:13:247,0.9423,0.2221,-0.2987,1.018
22:52:13:248,0.9416,0.2143,-0.2926,1.014
22:52:13:249,0.9420,0.2038,-0.2838,1.009
22:52:13:250,0.9433,0.1930,-0.2741,1.005
22:52:13:251,0.9447,0.1805,-0.2643,1.001
22:52:13:252,0.9474,0.1678,-0.2562,0.999
22:52:13:253,0.9526,0.1532,-0.2484,0.999
22:52:13:253,0.9591,0.1380,-0.2416,1.001
22:52:13:254,0.9657,0.1229,-0.2350,1.003
22:52:13:255,0.9723,0.1094,-0.2286,1.006
22:52:13:256,0.9787,0.0963,-0.2225,1.009
22:52:13:257,0.9870,0.0823,-0.2164,1.014
22:52:13:258,0.9963,0.0684,-0.2108,1.020
22:52:13:258,1.0041,0.0569,-0.2074,1.026
22:52:13:259,1.0117,0.0467,-0.2064,1.032
22:52:13:260,1.0239,0.0359,-0.2093,1.043
22:52:13:262,1.0315,0.0264,-0.2061,1.049
22:52:13:264,1.0334,0.0191,-0.1993,1.050
22:52:13:266,1.0371,0.0125,-0.1966,1.052
22:52:13:268,1.0429,0.0066,-0.1978,1.058
22:52:13:270,1.0505,0.0017,-0.2005,1.066
22:52:13:272,1.0583,-0.0032,-0.2042,1.074
22:52:13:274,1.0659,-0.0081,-0.2096,1.082
22:52:13:276,1.0720,-0.0107,-0.2169,1.089
22:52:13:279,1.0759,-0.0125,-0.2247,1.094
22:52:13:281,1.0818,-0.0134,-0.2318,1.102
22:52:13:282,1.0874,-0.0144,-0.2391,1.108
22:52:13:284,1.0923,-0.0142,-0.2465,1.115
22:52:13:286,1.0967,-0.0132,-0.2538,1.121
22:52:13:288,1.1011,-0.0115,-0.2614,1.127
22:52:13:290,1.1045,-0.0086,-0.2689,1.132
22:52:13:292,1.1052,-0.0049,-0.2750,1.134
22:52:13:296,1.1043,0.0002,-0.2797,1.134
22:52:13:297,1.1023,0.0059,-0.2843,1.134
22:52:13:298,1.0986,0.0125,-0.2870,1.131
22:52:13:300,1.0923,0.0195,-0.2890,1.126
22:52:13:302,1.0837,0.0281,-0.2897,1.118
22:52:13:306,1.0740,0.0371,-0.2897,1.109
22:52:13:307,1.0632,0.0462,-0.2892,1.100
22:52:13:308,1.0517,0.0547,-0.2885,1.089
22:52:13:310,1.0412,0.0623,-0.2872,1.079
22:52:13:317,1.0293,0.0704,-0.2851,1.068
22:52:13:319,1.0153,0.0787,-0.2843,1.056
22:52:13:320,1.0024,0.0855,-0.2831,1.044
22:52:13:321,0.9907,0.0921,-0.2826,1.033
22:52:13:322,0.9789,0.0997,-0.2829,1.023
22:52:13:323,0.9679,0.1058,-0.2824,1.014
22:52:13:324,0.9569,0.1099,-0.2826,1.004
22:52:13:326,0.9452,0.1141,-0.2824,0.993
22:52:13:348,0.9340,0.1187,-0.2829,0.983
22:52:13:350,0.9225,0.1229,-0.2829,0.973
22:52:13:351,0.9100,0.1270,-0.2821,0.962
22:52:13:351,0.8971,0.1317,-0.2814,0.951
22:52:13:352,0.8841,0.1351,-0.2804,0.939
22:52:13:353,0.8778,0.1363,-0.2797,0.933
22:52:13:354,0.8658,0.1385,-0.2780,0.922
22:52:13:355,0.8539,0.1407,-0.2765,0.910
22:52:13:356,0.8421,0.1419,-0.2755,0.899
22:52:13:357,0.8319,0.1432,-0.2758,0.890
22:52:13:358,0.8238,0.1437,-0.2772,0.883
22:52:13:359,0.8153,0.1441,-0.2787,0.876
22:52:13:360,0.8067,0.1444,-0.2802,0.868
22:52:13:361,0.7994,0.1444,-0.2819,0.862
22:52:13:362,0.7928,0.1441,-0.2848,0.857
22:52:13:363,0.7852,0.1432,-0.2872,0.850
22:52:13:364,0.7774,0.1419,-0.2899,0.844
22:52:13:365,0.7693,0.1397,-0.2931,0.837
22:52:13:366,0.7625,0.1373,-0.2973,0.831
22:52:13:367,0.7566,0.1349,-0.3019,0.827
22:52:13:368,0.7498,0.1329,-0.3051,0.822
22:52:13:370,0.7451,0.1290,-0.3068,0.817
22:52:13:373,0.7427,0.1241,-0.3090,0.815
22:52:13:374,0.7415,0.1192,-0.3114,0.813
22:52:13:376,0.7395,0.1143,-0.3134,0.811
22:52:13:383,0.7371,0.1099,-0.3156,0.809
22:52:13:385,0.7359,0.1055,-0.3183,0.808
22:52:13:387,0.7339,0.1009,-0.3210,0.806
22:52:13:388,0.7315,0.0972,-0.3224,0.804
22:52:13:389,0.7307,0.0936,-0.3237,0.803
22:52:13:390,0.7319,0.0906,-0.3234,0.804
22:52:13:391,0.7324,0.0882,-0.3234,0.804
22:52:13:392,0.7305,0.0867,-0.3244,0.802
22:52:13:394,0.7305,0.0836,-0.3232,0.801
22:52:13:397,0.7356,0.0784,-0.3215,0.804
22:52:13:398,0.7424,0.0733,-0.3210,0.809
22:52:13:400,0.7451,0.0694,-0.3210,0.811
22:52:13:402,0.7449,0.0657,-0.3210,0.811
22:52:13:404,0.7454,0.0616,-0.3202,0.810
22:52:13:405,0.7490,0.0574,-0.3202,0.813
22:52:13:408,0.7537,0.0533,-0.3210,0.817
22:52:13:409,0.7571,0.0511,-0.3222,0.820
22:52:13:417,0.7581,0.0476,-0.3215,0.821
22:52:13:419,0.7595,0.0430,-0.3200,0.821
22:52:13:421,0.7642,0.0379,-0.3210,0.825
22:52:13:422,0.7683,0.0325,-0.3239,0.829
22:52:13:424,0.7698,0.0286,-0.3261,0.831
22:52:13:425,0.7708,0.0252,-0.3273,0.832
22:52:13:426,0.7747,0.0203,-0.3290,0.836
22:52:13:428,0.7803,0.0161,-0.3329,0.842
22:52:13:429,0.7832,0.0129,-0.3368,0.846
22:52:13:431,0.7847,0.0095,-0.3388,0.848
22:52:13:433,0.7894,0.0056,-0.3400,0.853
22:52:13:434,0.7957,0.0029,-0.3412,0.859
22:52:13:448,0.8011,0.0007,-0.3444,0.865
22:52:13:449,0.8040,-0.0017,-0.3488,0.869
22:52:13:451,0.8067,-0.0039,-0.3522,0.873
22:52:13:452,0.8089,-0.0046,-0.3557,0.876
22:52:13:452,0.8123,-0.0061,-0.3601,0.881
22:52:13:453,0.8145,-0.0068,-0.3649,0.885
22:52:13:454,0.8157,-0.0059,-0.3688,0.887
22:52:13:455,0.8206,-0.0068,-0.3715,0.893
22:52:13:456,0.8284,-0.0076,-0.3737,0.901
22:52:13:457,0.8355,-0.0073,-0.3786,0.909
22:52:13:458,0.8399,-0.0076,-0.3835,0.915
22:52:13:460,0.8451,-0.0076,-0.3862,0.921
22:52:13:461,0.8512,-0.0073,-0.3901,0.928
22:52:13:463,0.8568,-0.0068,-0.3955,0.936
22:52:13:464,0.8607,-0.0061,-0.4006,0.941
22:52:13:467,0.8631,-0.0049,-0.4033,0.945
22:52:13:468,0.8653,-0.0037,-0.4035,0.947
22:52:13:470,0.8685,-0.0015,-0.4045,0.950
22:52:13:471,0.8719,0.0007,-0.4070,0.954
22:52:13:473,0.8753,0.0020,-0.4114,0.959
22:52:13:475,0.8780,0.0027,-0.4153,0.963
22:52:13:477,0.8790,0.0042,-0.4177,0.965
22:52:13:480,0.8797,0.0061,-0.4182,0.966
22:52:13:481,0.8805,0.0078,-0.4202,0.968
22:52:13:484,0.8815,0.0098,-0.4221,0.970
22:52:13:485,0.8817,0.0125,-0.4219,0.970
22:52:13:487,0.8807,0.0159,-0.4206,0.969
22:52:13:489,0.8805,0.0188,-0.4209,0.969
22:52:13:492,0.8810,0.0220,-0.4219,0.970
22:52:13:493,0.8822,0.0247,-0.4214,0.971
22:52:13:497,0.8824,0.0274,-0.4197,0.971
22:52:13:499,0.8822,0.0305,-0.4182,0.970
22:52:13:499,0.8824,0.0344,-0.4170,0.970
22:52:13:501,0.8817,0.0384,-0.4138,0.969
22:52:13:504,0.8805,0.0410,-0.4128,0.967
22:52:13:505,0.8824,0.0418,-0.4199,0.972
22:52:13:507,0.8785,0.0452,-0.4175,0.968
22:52:13:509,0.8700,0.0506,-0.4070,0.956
22:52:13:529,0.8634,0.0547,-0.3994,0.948
22:52:13:532,0.8617,0.0579,-0.3969,0.946
22:52:13:533,0.8612,0.0611,-0.3967,0.946
22:52:13:533,0.8617,0.0633,-0.3969,0.946
22:52:13:534,0.8624,0.0655,-0.3974,0.947
22:52:13:535,0.8629,0.0665,-0.3989,0.949
22:52:13:536,0.8614,0.0662,-0.4001,0.948
22:52:13:537,0.8597,0.0655,-0.4001,0.946
22:52:13:537,0.8585,0.0645,-0.3994,0.945
22:52:13:538,0.8570,0.0640,-0.3991,0.943
22:52:13:539,0.8556,0.0628,-0.4009,0.942
22:52:13:540,0.8543,0.0618,-0.4026,0.942
22:52:13:540,0.8534,0.0591,-0.4021,0.940
22:52:13:541,0.8526,0.0564,-0.4004,0.939
22:52:13:542,0.8524,0.0540,-0.3999,0.938
22:52:13:543,0.8521,0.0511,-0.3999,0.937
22:52:13:544,0.8529,0.0476,-0.4006,0.938
22:52:13:546,0.8558,0.0437,-0.4028,0.941
22:52:13:548,0.8568,0.0401,-0.4057,0.943
22:52:13:550,0.8558,0.0366,-0.4077,0.943
22:52:13:551,0.8551,0.0340,-0.4094,0.942
22:52:13:553,0.8558,0.0313,-0.4099,0.943
22:52:13:555,0.8585,0.0298,-0.4121,0.946
22:52:13:557,0.8607,0.0288,-0.4143,0.949
22:52:13:560,0.8648,0.0269,-0.4202,0.955
22:52:13:563,0.8675,0.0242,-0.4255,0.960
22:52:13:565,0.8702,0.0210,-0.4299,0.964
22:52:13:567,0.8734,0.0178,-0.4336,0.968
22:52:13:568,0.8758,0.0149,-0.4348,0.970
22:52:13:569,0.8854,0.0105,-0.4426,0.982
22:52:13:571,0.8903,0.0061,-0.4473,0.988
22:52:13:573,0.8863,0.0068,-0.4363,0.980
22:52:13:576,0.8832,0.0098,-0.4209,0.971
22:52:13:578,0.8851,0.0125,-0.4145,0.970
22:52:13:581,0.8907,0.0132,-0.4150,0.976
22:52:13:582,0.8983,0.0129,-0.4150,0.982
22:52:13:584,0.9071,0.0127,-0.4126,0.989
22:52:13:585,0.9152,0.0139,-0.4072,0.995
22:52:13:587,0.9223,0.0173,-0.4016,0.999
22:52:13:589,0.9279,0.0215,-0.3957,1.003
22:52:13:594,0.9323,0.0279,-0.3899,1.005
22:52:13:596,0.9364,0.0369,-0.3838,1.007
22:52:13:597,0.9401,0.0476,-0.3774,1.009
22:52:13:598,0.9435,0.0591,-0.3728,1.012
22:52:13:601,0.9474,0.0704,-0.3688,1.016
22:52:13:602,0.9516,0.0811,-0.3647,1.019
22:52:13:605,0.9569,0.0914,-0.3623,1.025
22:52:13:607,0.9628,0.1002,-0.3603,1.031
22:52:13:608,0.9694,0.1082,-0.3579,1.038
22:52:13:617,0.9770,0.1146,-0.3554,1.045
22:52:13:618,0.9846,0.1185,-0.3525,1.052
22:52:13:619,0.9929,0.1212,-0.3478,1.058
22:52:13:620,1.0014,0.1229,-0.3408,1.064
22:52:13:621,1.0102,0.1231,-0.3324,1.070
22:52:13:622,1.0161,0.1229,-0.3244,1.073
22:52:13:623,1.0180,0.1222,-0.3151,1.072
22:52:13:624,1.0168,0.1204,-0.3061,1.069
22:52:13:625,1.0139,0.1185,-0.2987,1.064
22:52:13:628,1.0085,0.1148,-0.2936,1.057
22:52:13:645,1.0041,0.1085,-0.2956,1.052
22:52:13:646,0.9982,0.1011,-0.3073,1.048
22:52:13:648,0.9814,0.0989,-0.3070,1.032
